286147,3,335036002,83.55850233,0,2.77,25.7,0.1044768067,0.032621971,0.1763832676,716,890,272437,358,2383,5836,1143,7222,2543,9,9720,0,0
294267,4,346841799,83.12382401,0,2.77,25.13,0.1193291,0.03673581,0.1874986302,578,702,286147,289,2536,6310,1054,5836,2765,63,10189,469,8120
312177,3,358647596,82.68914569,0,2.92,26.23,0.1176223,0.03679493,0.1986139929,531,610,294267,336,2201,7665,1087,6310,3000,18,11289,1100,17910
325431,4,370453393,82.25446737,1,2.99,26.82,0.1221983,0.03831624,0.2097293555,593,700,312177,408,2020,7471,949,7665,2837,18,10848,-441,13254
333766,3,382259190,81.81978904,0,2.93,26.31,0.1332878,0.04214446,0.2208447181,609,774,325431,308,2740,7503,1872,7471,3039,28,12423,1575,8335
352766,4,394064986,81.38511072,0,2.94,26.07,0.146912,0.04653236,0.2319600807,605,841,333766,318,3174,7752,2097,7503,3415,71,13341,918,19000
348500,3,405870783,80.9504324,1,3.14,26.9,0.1555504,0.05056335,0.2430754434,561,1035,352766,573,2138,6432,921,7752,2619,65,10064,-3277,-4266
374948,5.15,417676580,80.51575408,0,3,25.04,0.1592874,0.05526649,0.254190806,581,906,348500,273,2034,7740,1419,6432,2899,49,11466,1402,26448
383153,4.23,429482377,80.08107576,0,3,24.79,0.1679939,0.06148144,0.2681614074,640,961,374948,401,2383,7868,1590,7740,3211,43,12242,776,8205
410279,0,449661874,80.827,0,2.91,23.72,0.1803707,0.06733496,0.2681614074,642,1122,383153,332,2144,6935,1201,7868,2776,11,10612,-1630,27126
423011,3.21,458691457,79.492,0,2.85,22.96,0.1882945,0.06838205,0.2842917282,660,1090,410279,573,2720,8331,1513,6935,3162,70,13137,2525,12732
431960,2.48,468054145,77.995,0,2.85,22.69,0.2032018,0.07453309,0.306519469,685,1131,423011,316,1985,7037,1283,8331,2593,110,10621,-2516,8949
453829,6.87,477729958,76.899,0,2.91,22.9,0.224897,0.08081267,0.3225329926,793,1223,431960,265,2316,7053,1316,7037,3029,51,10950,329,21869
488247,17.01,487690114,77.634,0,3,23.3,0.253498,0.08937775,0.3089004466,816,1349,453829,154,2122,7787,1055,7053,3130,57,11118,168,34418
470402,5.49,497920270,76.224,0,3.01,23,0.277073,0.09793177,0.3333306495,810,1409,488247,296,1693,5988,741,7787,2668,92,8718,-2400,-17845
475190,13.94,508402908,77.075,0,3.1,23.01,0.3044021,0.1090647,0.3378539821,1157,2078,470402,250,2339,5741,1369,5988,2375,51,9699,981,4788
513860,8.6,519162069,78.116,0,3.12,22.53,0.3294758,0.1193233,0.3317634324,1199,2008,475190,646,1972,7185,1047,5741,2924,27,10850,1151,38670
527270,-2.23,530274729,77.824,0,3.18,21.99,0.357387,0.1315547,0.3532810801,1358,1909,513860,472,1949,6181,1011,7185,2886,70,9613,-1237,13410
561630,3.54,541844848,76.201,0,3.32,21.81,0.3918106,0.147894,0.3519906809,1413,1582,527270,163,2008,7100,1173,6181,3004,28,10444,831,34360
589787,5.01,553943226,75.374,0,3.39,21.04,0.4454616,0.1712449,0.352279914,1535,1634,561630,560,2928,7289,964,7100,2989,8,11741,1297,28157
595741,4.89,566605402,73.407,0,3.6,21.42,0.5029421,0.1970749,0.3633376002,1608,1825,589787,310,3355,6673,1290,7289,2588,93,11628,-113,5954
593843,7.66,579800632,74.062,1,3.6,20.74,0.567629,0.2283773,0.3757311117,1971,1867,595741,204,1879,5302,1101,6673,2172,48,8486,-3142,-1898
620872,23.81,593451889,75.134,0,4.75,25.56,0.6662048,0.2727016,0.3780313066,2523,2955,593843,243,2095,7720,1633,5302,3074,78,11691,3205,27029
628079,25.4,607446519,73.505,0,9.35,45.6,0.761049,0.3154595,0.3819146999,3329,4519,620872,196,1887,6420,1226,7720,2736,38,9729,-1962,7207
684634,-6.18,621703641,72.538,0,12.21,54.61,0.8224584,0.3524831,0.4056620798,4036,5265,628079,299,2370,7824,1494,6420,2900,27,11987,2258,56555
693191,0,636182810,71.028,0,13.1,55.46,0.9268229,0.4135537,0.4146381211,5142,5074,684634,253,2083,7148,975,7824,2881,40,10459,-1528,8557
744972,7.86,650907559,72.04,1,14.4,57.2,1.086131,0.5005257,0.4287112081,5408,6020,693191,211,3091,6947,1692,7148,3106,57,11941,1482,51781
785965,1.51,665936435,70.34,0,14.95,55.24,1.04142,0.5978629,0.4251097434,5726,6811,744972,484,2732,7096,1222,6947,2760,195,11534,-407,40993
745083,11.7,681358553,70.03,0,25.1,82.51,1.195345,0.7264047,0.4357343424,6418,9143,785965,517,1996,5643,1464,7096,2258,99,9620,-1914,-40882
798506,9.09,697229745,74.863,0,37.42,109.51,1.346182,0.8451257,0.4503769572,6711,12549,745083,266,2835,6676,938,5643,2782,53,10715,1095,53423
843426,12.73,713561406,70.629,0,35.75,94.83,1.56637,1.000408,0.4748549055,7806,13608,798506,483,2244,7135,929,6676,2889,73,10791,76,44920
868092,8.05,730303461,69.383,1,31.83,79.5,1.726676,1.140061,0.4787563906,8803,14293,843426,526,2165,6055,1047,7135,2684,56,9793,-998,24666
936270,12.46,747374856,71.38,1,29.08,70.34,1.964588,1.335369,0.506665544,9771,15831,868092,305,2280,8178,1283,6055,2934,106,12046,2253,68178
973357,5.19,764664278,68.996,1,28.75,66.67,2.305378,1.576854,0.507567776,11744,17134,936270,549,2407,6627,811,8178,2612,78,10394,-1652,37087
1013866,7.14,782085127,67.391,2,26.92,60.27,2.663298,1.849351,0.5455592624,10895,19658,973357,336,2079,6193,1462,6627,2534,69,10070,-324,40509
1057612,9.21,799607235,66.193,1,14.44,31.72,3.011783,2.163024,0.5722458564,12452,20096,1013866,502,2521,5653,1261,6193,2384,75,9937,-133,43746
1094993,9.31,817232241,66.21,1,17.75,37.62,3.484306,2.549906,0.5977261365,15674,22244,1057612,372,1822,5812,1641,5653,2370,93,9647,-290,37381
1206243,8.79,834944397,65.359,2,14.87,30.33,3.992097,2.978366,0.6318551965,20232,28235,1094993,324,2385,8050,828,5812,3232,102,11587,1940,111250
1280228,5.42,852736160,65.054,1,18.33,35.6,4.717677,3.53605,0.6790005234,27658,35328,1206243,290,2427,6830,755,8050,2862,38,10302,-1285,73985
1347889,13.71,870601776,64.606,2,23.19,42.62,5.628168,4.163607,0.7111800505,32553,43198,1280228,544,3097,7363,1429,6830,2833,88,12433,2131,67661
1367171,13.07,888513869,65.865,1,20.2,35.73,6.579693,4.832215,0.7407760902,44041,47851,1347889,278,2517,6057,1075,7363,2538,76,9927,-2506,19282
1440504,8,906461358,65.021,1,19.25,33.04,7.926031,5.75118,0.7712274493,53688,63375,1367171,204,1854,6593,1187,6057,2699,48,9838,-89,73333
1522344,8.64,924475633,67.134,2,16.75,27.94,8.679264,6.615051,0.7828190297,69751,73101,1440504,357,2678,6830,1416,6593,2804,145,11281,1443,81840
1619694,9.47,942604211,66.135,0,15.66,25.44,10.69586,7.892856,0.8112958112,82674,89971,1522344,459,2968,7354,1264,6830,3215,36,12045,764,97350
1737741,9.69,960874982,64.028,1,16.75,26.48,12.87491,9.241396,0.8446073841,106353,122678,1619694,556,2323,6717,1286,7354,2741,58,10882,-1163,118047
1876319,10.41,979290432,68.22,2,20.46,31.4,14.41168,10.68248,0.9009831764,118817,138920,1737741,438,2573,6697,1273,6717,2755,131,10981,99,138578
1957032,6.29,997817250,65.113,1,18.64,27.98,16.20877,12.4895,0.9196925439,130100,154176,1876319,292,2653,6903,1906,6697,2631,42,11754,773,80713
2087828,15.32,1016160361,65.603,1,11.91,17.6,18.09129,14.8657,0.9211128417,139752,178332,1957032,546,2237,7082,1767,6903,2566,107,11632,-122,130796
2246276,0.47,1034565817,62.259,2,16.56,23.89,20.74571,17.57993,0.9621149802,159561,215236,2087828,186,2865,6452,1440,7082,2472,30,10943,-689,158448
2342774,3.48,1053481072,64.219,0,27.39,38.29,23.34887,20.36513,0.9794703393,203571,230873,2246276,382,2977,5907,631,6452,2490,71,9897,-1046,96498
2472052,5.16,1071801941,62.928,1,23,31.3,25.95613,23.77253,0.9713260998,209018,245200,2342774,229,3324,5629,1417,5907,2625,63,10599,702,129278
2570690,3.2,1090314925,64.104,0,22.81,30.52,28.9457,27.50033,0.9670419412,255137,297206,2472052,402,2591,4893,938,5629,2391,50,8824,-1775,98638
2777813,3.72,1108827910,63.116,0,27.69,36.26,32.94973,31.11191,0.992085712,293367,359108,2570690,500,2217,6858,1310,4893,2847,128,10885,2061,207123
2971464,3.78,1127340895,58.366,1,37.66,47.98,38.82572,35.59016,1.024769587,375340,501065,2777813,226,2917,5807,1084,6858,2325,18,10034,-851,193651
3253073,5.57,1144326293,57.591,2,50.04,61.65,45.35086,40.84675,1.068369345,456418,660409,2971464,538,2242,7091,1540,5807,3193,100,11411,1377,281609
3564364,6.53,1163144795,56.96,0,58.3,69.64,55.02471,48.49006,1.121874735,571779,840506,3253073,327,2621,7120,1059,7091,2789,30,11127,-284,311291
3896636,5.51,1181352262,51.66,0,64.2,74.44,63.66491,59.0039,1.193205418,655864,1012312,3564364,489,2780,7355,873,7120,2781,105,11497,370,332272
4158676,9.7,1199559730,56.369,2,91.48,102,74.54766,71.64302,1.310181881,840755,1374436,3896636,669,2851,6707,956,7355,2506,61,11183,-314,262040
4516071,14.97,1217767197,53.314,2,53.48,59.93,84.54317,86.00798,1.43194797,845534,1363736,4158676,127,1422,5894,1421,6707,2711,16,8864,-2319,357395
4937006,9.47,1230984504,52.707,1,71.21,78.65,100,100,1.397004578,1142922,1683467,4516071,193,2135,7151,1597,5894,2805,54,11076,2212,420935
5243582,6.49,1251243321,55.88,4,87.04,93.21,107.7039,116.5725,1.480435644,1465959,2345463,4937006,255,2729,6886,648,7151,2684,48,10518,-558,306576
5503476,11.17,1268894306,57.774,3,86.46,90.72,117.3674,132.5848,1.597436189,1166439,1967522,5243582,238,1705,6684,1011,6886,2438,31,9638,-880,259894